imagename,pen_pressure,letter_spacing,size,dimension,is_lowercase,is_continuous,slantness,tilt,entry_stroke_a,staff_of_a,formation_n,staff_of_d,exit_stroke_d,word_formation,constancy
0148a_num1.png,1,2,2,2,2,2,1,1,1,1,1,3,2,1,1
0528a_num3.png,1,2,2,2,2,1,2,1,1,4,2,2,2,2,2
0630a_num2.png,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2
0113c_num2.png,1,3,2,2,2,1,1,1,1,4,2,2,2,2,2
0484a_num1.png,2,2,3,3,2,2,1,1,1,2,2,3,4,2,2
1309b_num3.png,1,1,2,2,2,1,2,1,1,2,2,3,1,1,1
0911a_num3.png,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2
0362a_num1.png,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1
0884a_num3.png,1,2,2,2,2,2,3,2,1,2,2,3,2,1,2
0863a_num2.png,1,2,3,3,2,2,1,1,1,2,2,2,2,1,2
1085a_num5.png,2,2,3,2,2,2,1,1,1,2,2,2,1,2,2
1513a_num1.png,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0843b_num2.png,1,1,2,2,2,2,3,1,1,2,2,2,2,2,2
0001b_num3.png,2,2,2,2,2,2,1,1,1,4,2,2,2,2,2
0441a_num5.png,1,2,3,2,2,1,1,1,1,2,2,2,1,2,2
0736c_num1.png,1,1,2,2,2,2,1,1,1,2,2,2,4,2,2
1439b_num1.png,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2
1467c_num1.png,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1
1387a_num1.png,2,2,3,3,2,1,1,1,1,2,2,2,1,2,2
1503a_num2.png,2,1,3,3,2,1,1,1,1,2,2,2,1,2,2
0966c_num1.png,2,2,2,2,2,2,2,1,1,2,1,3,2,1,1
0691b_num4.png,1,2,3,2,2,1,1,1,1,4,2,2,1,2,2
0247b_num4.png,1,1,1,1,2,2,2,1,1,4,1,3,2,1,1
1194a_num6.png,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1059c_num1.png,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1
1374a_num6.png,2,2,3,2,2,2,1,1,1,2,2,3,2,2,2
1402a_num4.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1153a_num1.png,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
0960b_num3.png,1,2,2,2,2,2,1,1,1,2,2,2,3,2,2
0991b_num4.png,1,3,3,2,2,1,1,1,1,2,2,2,1,2,2
0219b_num5.png,2,2,2,2,2,2,1,2,1,4,2,3,3,2,2
0584c_num2.png,1,2,2,2,2,2,1,1,1,2,2,3,1,1,1
1263c_num1.png,1,3,2,2,2,2,2,1,1,2,1,3,4,1,1
0270a_num3.png,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2
0001c_num3.png,2,2,2,2,2,2,1,1,1,4,2,2,2,2,2
1358a_num5.png,1,2,2,1,2,2,1,1,1,2,1,3,2,1,1
1005c_num3.png,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2
1165aa_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,1
1318c_num5.png,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2
1050a_num5.png,1,2,3,3,2,2,1,1,1,2,2,2,1,2,2
0005a_num2.png,2,2,3,2,2,2,1,1,1,2,2,3,2,2,2
0052b_num2.png,1,2,3,2,2,1,1,2,1,1,2,2,1,2,2
0230a_num4.png,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2
0003b_num4.png,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1
0912b_num1.png,1,1,3,3,2,2,1,1,1,1,1,2,2,1,1
1451a_num2.png,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2
1048c_num5.png,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2
0494b_num1.png,1,1,2,2,2,2,1,1,1,1,1,3,1,1,1
1100b_num3.png,2,2,3,3,2,1,1,1,1,2,2,2,1,2,2
1166a_num2.png,1,3,2,2,2,1,1,1,1,4,2,2,1,2,2
0786a_num1.png,1,3,3,2,2,1,1,1,1,2,2,2,1,2,2
0163a_num3.png,1,1,3,3,2,2,1,1,1,1,1,2,2,1,1
0921c_num1.png,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2
1279a_num3.png,1,1,3,3,2,1,1,1,1,2,2,1,1,1,1
0225a_num4.png,1,1,2,2,2,2,1,1,1,1,2,3,2,1,2
0819c_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,2,2,2
0436b_num1.png,2,2,2,2,2,2,1,2,1,4,2,2,2,2,2
0281a_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2
0960c_num6.png,1,3,2,2,2,2,1,1,1,2,2,2,4,1,2
0611b_num2.png,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2
0695c_num2.png,1,2,2,2,2,2,2,1,1,2,1,3,4,1,1
0817c_num2.png,1,2,2,2,2,2,1,1,2,2,2,3,2,2,2
0939b_num1.png,1,3,2,2,2,1,1,1,1,4,2,2,4,2,2
0495a_num1.png,1,2,2,2,2,1,2,1,1,4,2,2,2,2,2
0709c_num5.png,2,1,3,2,2,1,1,1,1,2,2,2,2,2,2
0445b_num1.png,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1148c_num3.png,1,3,3,2,2,1,1,1,1,4,2,2,1,2,2
0974a_num3.png,1,2,2,2,2,2,1,1,1,1,2,3,3,1,1
0641c_num4.png,1,2,3,3,2,1,1,1,1,4,2,2,2,2,2
1132c_num3.png,1,1,2,1,2,2,2,1,1,1,1,3,2,1,1
0215a_num1.png,1,3,2,2,2,1,1,2,1,2,2,2,4,1,1
0341a_num4.png,2,2,3,2,2,1,4,2,1,2,2,2,1,2,2
1158b_num5.png,2,2,3,2,2,1,4,2,1,2,1,3,1,1,1
0169a_num2.png,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2
0978c_num2.png,1,2,3,3,2,2,1,1,1,2,1,3,4,1,1
0535a_num3.png,1,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1148c_num5.png,1,3,3,2,2,1,1,1,1,4,2,2,1,2,2
0003c_num1.png,2,1,2,2,2,2,2,1,1,2,2,3,2,1,2
1038c_num4.png,1,2,2,2,2,2,1,1,1,2,2,2,4,2,2
0084c_num1.png,2,2,3,3,2,1,1,1,1,1,2,2,1,1,1
0194a_num3.png,2,2,3,2,2,2,1,1,1,2,2,2,1,2,2
0820b_num4.png,2,2,3,3,2,2,1,1,1,2,2,2,4,2,2
0049b_num1.png,2,3,2,2,2,1,1,1,1,4,2,2,1,2,2
1390a_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,3,1,1
0743a_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
1298b_num4.png,1,2,2,2,2,2,2,2,1,2,2,3,2,1,2
1378a_num1.png,1,1,3,2,2,2,2,1,1,2,2,2,4,2,2
0392c_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,4,2,2
1478c_num1.png,2,2,2,2,2,2,1,1,1,2,1,3,2,1,1
0780c_num6.png,2,1,3,3,2,1,1,1,1,1,2,1,1,1,1
0626aa_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
0963a_num1.png,1,2,2,2,2,2,2,1,1,2,2,2,3,2,2
0136b_num1.png,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2
0781c_num2.png,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0516b_num2.png,2,2,2,2,2,2,1,2,1,2,2,3,1,1,1
1166c_num1.png,1,2,3,2,2,1,1,1,1,2,2,2,1,2,2
0845a_num2.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0531b_num3.png,1,1,2,2,2,2,3,1,1,2,2,2,2,2,2
0644aa_num1.png,2,2,3,3,2,1,1,1,1,2,2,3,2,2,2
0779b_num6.png,1,2,3,3,2,1,4,1,1,2,2,2,1,2,2
0778b_num1.png,1,2,2,2,2,1,1,1,1,4,2,2,1,2,2
0948b_num1.png,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0165a_num3.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0077c_num1.png,2,2,3,2,2,2,1,1,1,2,2,2,4,2,2
0972c_num1.png,2,2,2,2,2,1,4,1,1,2,2,2,2,2,2
0518c_num1.png,1,2,2,2,2,2,2,1,1,2,2,2,3,2,2
1121c_num1.png,2,2,2,2,2,2,1,1,1,2,2,3,4,1,1
0961c_num1.png,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0623b_num5.png,1,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1369b_num1.png,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1
1242a_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2
1451c_num2.png,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2
0963a_num3.png,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0790b_num3.png,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
0454b_num5.png,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1
0724c_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,3,2,2
0310b_num2.png,2,2,3,2,2,1,1,1,1,2,2,3,2,2,2
0930a_num1.png,2,2,3,3,2,2,2,1,1,2,2,3,2,1,1
0428b_num3.png,1,2,2,2,2,2,4,1,1,2,2,2,2,2,2
1298a_num3.png,1,2,2,2,2,2,2,1,1,2,2,3,4,1,2
1340cc_num1.png,2,1,3,3,2,2,1,1,1,2,2,3,2,1,2
0510c_num5.png,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1073c_num5.png,1,2,2,2,2,1,1,1,1,4,2,2,1,2,2
1043c_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,2,2,2
0954b_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
0518c_num2.png,1,2,3,2,2,2,2,1,1,2,2,2,3,2,2
0656b_num3.png,1,2,3,2,2,1,1,1,1,4,2,2,1,2,2
0658c_num3.png,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2
0712b_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,4,2,2
1304b_num2.png,1,3,2,2,2,1,1,2,1,4,2,1,1,1,1
0077a_num3.png,1,2,3,2,2,1,2,1,1,2,2,2,4,2,2
0142b_num1.png,1,2,2,2,2,1,1,1,1,2,2,2,4,2,2
1136b_num1.png,1,2,3,3,2,1,1,1,1,1,2,2,2,1,1
0701c_num3.png,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0729a_num3.png,1,2,2,2,2,1,1,2,1,4,2,2,1,1,2
1129c_num2.png,1,2,1,1,2,2,1,1,1,1,1,3,2,1,1
0309c_num4.png,1,2,3,3,1,2,1,1,1,1,2,1,1,1,1
0944c_num4.png,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1
0621c_num1.png,1,2,2,2,2,1,1,1,1,4,2,2,2,2,2
0751a_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2
0154b_num4.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
0786a_num2.png,1,1,3,3,2,1,1,1,1,2,2,1,1,2,2
1252c_num2.png,1,2,2,2,2,2,1,1,1,2,1,3,2,1,1
0899b_num3.png,1,2,2,2,2,2,2,1,1,2,1,2,3,1,1
0030b_num3.png,1,1,2,2,2,2,2,1,1,2,2,2,4,2,2
0960a_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,4,2,2
0237a_num2.png,1,2,3,2,2,2,2,1,1,2,2,2,2,1,2
1148b_num3.png,1,3,2,2,2,1,1,1,1,4,2,2,1,2,2
1249a_num4.png,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2
1310b_num3.png,2,3,3,2,2,1,1,2,1,2,2,2,4,2,2
0230a_num1.png,1,2,3,2,2,2,1,1,1,2,2,2,2,2,2
1148a_num1.png,1,3,2,2,2,1,1,1,1,2,2,2,1,2,2
1249a_num3.png,2,3,3,3,2,1,1,1,1,2,2,2,1,2,2
0665c_num1.png,1,1,2,1,2,2,2,2,1,1,2,3,2,1,1
0276a_num2.png,1,2,3,2,2,1,1,1,1,2,2,2,1,2,2
0460c_num5.png,2,3,3,3,2,2,1,1,1,2,2,2,2,1,1
1278a_num3.png,2,2,3,3,2,1,1,1,1,2,2,1,1,2,2
1098c_num1.png,2,2,3,2,2,2,2,1,1,2,2,3,2,2,2
0677b_num1.png,2,2,3,3,2,1,1,1,1,2,2,2,4,1,2
1051c_num2.png,2,2,3,2,2,1,1,2,1,2,2,2,4,2,2
1092b_num5.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1029c_num5.png,2,2,3,2,2,2,1,1,1,2,2,3,2,2,2
0152b_num6.png,1,2,2,2,2,2,1,1,1,4,2,2,4,2,2
1227a_num1.png,1,2,2,2,2,2,2,2,1,2,2,3,4,1,2
1215b_num1.png,1,3,3,3,2,1,4,2,1,2,2,2,1,2,2
0705b_num6.png,1,2,2,2,2,2,1,1,1,2,2,3,4,2,2
0026b_num1.png,2,3,2,2,2,2,2,1,1,2,2,3,1,1,1
0840b_num3.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0245a_num1.png,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2
1039a_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
0049a_num1.png,2,2,3,2,2,1,1,1,1,4,2,2,2,2,2
1294a_num4.png,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
0629c_num4.png,1,3,2,2,1,1,1,1,1,1,2,1,1,1,1
0197a_num5.png,1,2,2,2,2,2,2,1,1,4,2,3,2,2,2
1253a_num1.png,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1418b_num2.png,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1
0769aa_num2.png,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2
0498c_num1.png,1,2,3,3,1,2,1,1,1,1,2,1,1,1,2
0276b_num3.png,1,2,3,3,2,1,1,1,1,2,2,2,2,2,2
0017a_num4.png,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1
0017c_num3.png,1,3,2,2,2,1,1,2,1,4,2,2,1,1,2
1099b_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
0794b_num1.png,2,2,3,3,2,2,2,1,1,2,2,2,2,2,2
1029b_num6.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
0086c_num1.png,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2
0059b_num1.png,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2
0963a_num2.png,1,2,2,2,2,2,2,1,1,2,2,2,3,2,2
0644c_num4.png,2,2,3,2,2,2,1,1,1,2,2,2,2,1,2
0194c_num3.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0179c_num1.png,1,3,3,3,2,1,1,1,1,4,2,2,1,2,2
0450b_num4.png,2,3,2,2,2,2,1,1,1,1,2,3,2,1,1
0747b_num1.png,2,2,2,2,2,2,3,1,1,2,2,3,2,1,2
1036c_num1.png,2,2,2,2,2,2,1,1,1,2,2,3,3,2,2
0983aa_num1.png,1,1,2,2,2,2,3,1,1,2,2,3,2,1,1
1115c_num2.png,2,2,3,3,2,1,1,1,1,2,2,2,1,2,2
0957c_num3.png,1,3,2,2,2,1,1,2,1,4,2,2,1,2,2
1195b_num2.png,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2
0479b_num3.png,1,1,3,2,2,1,4,1,1,1,2,2,1,1,1
0753c_num4.png,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
0930b_num2.png,2,2,2,2,2,2,2,1,2,2,2,3,2,1,1
0596a_num4.png,1,2,2,2,2,2,1,1,1,2,1,3,2,1,1
0905a_num1.png,1,2,3,2,2,1,1,1,1,2,2,2,1,2,2
0998c_num4.png,1,2,2,2,2,1,1,1,1,2,2,3,2,2,2
1344b_num2.png,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2
0797c_num3.png,1,2,2,2,2,2,1,1,1,2,2,3,1,1,2
0731a_num1.png,1,2,2,2,2,2,2,1,1,2,1,3,3,1,1
1441b_num1.png,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2
0284a_num2.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
0584a_num6.png,1,2,2,2,2,2,1,1,1,2,2,3,4,2,2
0492b_num2.png,1,2,2,2,2,2,2,1,1,2,2,3,3,1,2
1252b_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,1,1,1
0780a_num4.png,1,2,3,3,2,1,1,1,1,2,2,2,1,2,2
1504c_num2.png,2,2,3,3,2,1,1,1,1,2,2,2,1,1,2
0405a_num3.png,2,2,2,2,2,2,1,1,1,2,2,3,2,1,1
0254b_num2.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0387c_num3.png,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0783b_num1.png,1,2,3,2,2,1,1,1,1,2,2,2,3,2,2
1479b_num2.png,2,2,2,2,2,1,1,1,1,2,2,3,2,1,1
0511a_num2.png,1,2,3,2,2,1,1,2,1,2,2,2,1,2,2
1179c_num3.png,2,2,2,2,2,1,1,1,1,2,2,2,4,2,2
1554b_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1073c_num2.png,1,2,2,2,2,1,2,1,1,4,2,2,2,1,2
1008b_num6.png,1,2,2,2,2,1,1,1,1,4,2,2,2,2,2
1175b_num3.png,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2
0340b_num1.png,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2
0989a_num3.png,1,3,3,2,2,1,1,1,1,4,2,2,1,2,2
0026c_num2.png,1,2,2,2,2,2,1,2,1,2,2,2,4,2,2
0428a_num4.png,1,3,2,2,2,1,1,1,1,4,2,2,2,2,2
0215c_num3.png,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1
1388b_num5.png,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2
0717bb_num1.png,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2
0194c_num2.png,2,2,2,2,2,1,1,1,1,4,2,3,2,2,2
0481b_num3.png,2,2,2,2,2,2,1,1,1,4,2,3,4,1,1
0225b_num4.png,1,2,2,2,2,2,1,1,1,4,2,3,2,1,2
0834c_num2.png,1,2,1,1,2,2,1,1,1,1,1,3,4,1,1
1495b_num7.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1541b_num5.png,1,2,2,2,2,2,1,2,1,2,2,3,2,2,2
1048b_num5.png,1,3,3,2,2,1,1,1,1,4,1,2,1,1,1
0254c_num3.png,1,2,3,3,2,2,1,1,1,2,2,3,2,2,2
0124a_num1.png,1,1,3,3,2,1,1,1,1,1,2,2,1,1,1
0165c_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
0446b_num1.png,1,2,2,2,2,1,1,1,1,4,2,2,2,2,2
0510a_num4.png,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
0473c_num3.png,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1480c_num2.png,2,2,3,2,2,2,1,2,1,2,2,3,3,2,2
0989b_num3.png,1,3,3,3,2,1,1,1,1,4,2,2,1,2,2
0889c_num4.png,1,1,3,3,2,2,2,1,1,2,2,3,2,1,1
0338b_num2.png,1,2,2,2,2,2,1,1,1,2,2,3,1,1,1
0204b_num1.png,1,1,2,2,2,1,2,2,1,1,1,3,1,1,1
0454b_num1.png,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1
1225c_num2.png,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2
0994b_num3.png,2,2,3,3,2,1,1,1,1,2,2,2,1,2,2
1099b_num2.png,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2
1205c_num2.png,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1
0462a_num3.png,1,2,2,2,2,2,4,1,1,1,2,2,1,1,2
0016a_num5.png,1,2,2,3,2,1,2,1,1,1,1,2,2,1,1
0483a_num1.png,2,2,2,2,2,2,1,1,1,2,2,2,3,2,2
0963a_num5.png,1,2,2,2,2,2,2,1,1,2,2,2,3,2,2
1150a_num2.png,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2
1328a_num2.png,1,2,2,2,2,2,2,1,1,2,2,3,2,1,2
0305b_num2.png,2,2,2,2,2,1,1,1,1,4,2,3,3,1,1
